Bus,busmap
way/184063224-330,LV0 0
way/27296443-330,LV0 0
way/514772639-330,LV0 0
way/81243950-330,LV0 0
way/89088068-330,LV0 0
ME1-400,ME0 0
ME2-400,ME0 0
ME4-220,ME0 0
ME5-400,ME0 0
ME6-400,ME0 0
way/1255787053-220,ME0 0
way/1256007960-400,ME0 0
way/1256060610-400,ME0 0
way/351672823-400,ME0 0
way/665827369-400,ME0 0
way/1256107398-400,MK0 0
way/196590421-400,MK0 0
way/196590422-400,MK0 0
way/196633567-400,MK0 0
way/196634265-400,MK0 0
NL6-220,NL0 0
NL7-220,NL0 0
way/1099434374-220,NL0 0
way/1218950123-380,NL0 0
way/146901292-380,NL0 0
way/157902099-380,NL0 0
way/162176187-380,NL0 0
way/162179284-380,NL0 0
way/165242802-380,NL0 0
way/167695568-380,NL0 0
way/168037483-220,NL0 0
way/22984334-380,NL0 0
way/23096966-380,NL0 0
way/23135563-380,NL0 0
way/308181656-380,NL0 0
way/477949333-380,NL0 0
way/480742730-380,NL0 0
way/577158336-380,NL0 0
way/606842829-380,NL0 0
way/693745438-380,NL0 0
way/723528920-380,NL0 0
way/72888152-380,NL0 0
way/83423799-380,NL0 0
way/87177559-380,NL0 0
way/87207800-220,NL0 0
way/87354306-380,NL0 0
way/87358157-220,NL0 0
way/87448656-220,NL0 0
way/87792499-380,NL0 0
way/87794279-380,NL0 0
way/920127890-380,NL0 0
way/934114405-380,NL0 0
way/942640207-380,NL0 0
way/96382845-380,NL0 0
NO1-420,NO1 1
NO10-420,NO1 1
NO11-420,NO1 1
NO12-420,NO1 1
NO13-420,NO1 1
NO14-420,NO1 1
NO15-420,NO1 1
NO16-420,NO1 1
NO18-420,NO1 1
NO19-420,NO1 1
NO2-420,NO1 1
NO20-420,NO1 1
NO21-420,NO1 1
NO22-420,NO1 1
NO23-420,NO1 1
NO24-420,NO1 1
NO25-420,NO1 1
NO27-420,NO1 0
NO28-420,NO1 0
NO29-420,NO1 0
NO3-420,NO1 1
NO30-420,NO1 0
NO31-420,NO1 0
NO32-420,NO1 0
NO33-420,NO1 0
NO34-420,NO1 0
NO36-420,NO1 0
NO38-420,NO1 0
NO39-420,NO1 0
NO4-420,NO1 1
NO40-420,NO1 0
NO41-420,NO1 0
NO42-420,NO1 0
NO43-420,NO1 0
NO44-420,NO1 0
NO5-420,NO1 1
NO51-420,NO1 0
NO52-420,NO1 0
NO53-420,NO1 0
NO54-300,NO1 0
NO55-300,NO1 0
NO56-300,NO1 0
NO57-300,NO1 0
NO58-300,NO1 0
NO59-300,NO1 0
NO6-420,NO1 1
NO60-300,NO1 0
NO63-300,NO1 0
NO64-420,NO1 0
NO65-300,NO1 0
NO66-300,NO1 0
NO67-420,NO1 0
NO68-420,NO1 0
NO69-420,NO1 0
NO7-420,NO1 1
NO70-420,NO1 0
NO71-420,NO1 0
NO72-420,NO1 0
NO73-300,NO1 0
NO74-300,NO1 0
NO75-420,NO1 0
NO76-300,NO1 0
NO77-300,NO1 0
NO78-300,NO1 0
NO79-300,NO1 0
NO8-420,NO1 1
NO80-300,NO1 0
NO82-300,NO1 0
NO83-300,NO1 0
NO84-420,NO1 0
NO85-300,NO1 0
NO86-420,NO1 0
NO87-300,NO1 0
NO89-300,NO1 0
NO9-420,NO1 1
NO90-420,NO1 0
NO91-420,NO1 0
NO94-420,NO1 0
NO95-420,NO1 0
NO97-420,NO1 0
NO98-420,NO1 0
NO99-300,NO1 0
relation/10086891-300,NO1 0
relation/10175479-300,NO1 0
relation/10220813-420,NO1 0
relation/10308957-300,NO1 0
relation/11036958-420,NO1 0
relation/11512349-300,NO1 0
relation/11568632-420,NO1 0
relation/12274653-420,NO1 0
relation/12277754-300,NO1 0
relation/12832053-420,NO1 0
relation/13447791-420,NO1 0
relation/13989591-300,NO1 0
relation/3993780-420,NO1 0
relation/7802012-300,NO1 0
relation/7805329-300,NO1 0
relation/7809753-300,NO1 0
relation/7812776-420,NO1 0
relation/7839720-420,NO1 0
relation/7842286-300,NO1 0
relation/7847764-420,NO1 0
relation/7854485-420,NO1 0
relation/7879876-300,NO1 0
relation/7879879-420,NO1 0
relation/7883264-300,NO1 0
relation/7883882-300,NO1 0
relation/7928148-420,NO1 0
relation/8182117-420,NO1 0
relation/8239198-300,NO1 0
relation/8293948-420,NO1 1
relation/8294222-420,NO1 1
relation/8332571-300,NO1 0
relation/8473044-420,NO1 1
relation/8476872-300,NO1 1
relation/8481866-300,NO1 1
relation/8488332-420,NO1 0
relation/8520950-300,NO1 0
relation/8527323-420,NO1 0
relation/8721337-300,NO1 0
relation/8834935-300,NO1 0
relation/8836351-300,NO1 0
relation/8837899-300,NO1 0
relation/8846916-300,NO1 0
relation/8847096-300,NO1 0
relation/8857363-300,NO1 0
relation/8860331-420,NO1 0
relation/8864887-300,NO1 0
relation/8886202-420,NO1 0
relation/8890360-300,NO1 0
relation/8890887-420,NO1 0
relation/8894066-420,NO1 0
relation/9032385-300,NO1 0
way/100151486-420,NO1 0
way/100648754-300,NO1 0
way/1028850312-300,NO1 0
way/1028850314-300,NO1 0
way/113442999-300,NO1 0
way/114318083-420,NO1 0
way/114336709-300,NO1 0
way/114414014-420,NO1 0
way/114669733-300,NO1 0
way/114845318-420,NO1 0
way/1156161502-300,NO1 0
way/118231876-300,NO1 0
way/120279477-300,NO1 0
way/128406208-420,NO1 0
way/187555858-300,NO1 0
way/197866182-420,NO1 1
way/202200066-420,NO1 0
way/205115991-420,NO1 0
way/206538656-420,NO1 0
way/206628449-420,NO1 0
way/229806969-420,NO1 0
way/229806970-420,NO1 0
way/232893576-420,NO1 0
way/240202234-420,NO1 0
way/244179408-420,NO1 0
way/252924745-420,NO1 1
way/254428135-420,NO1 0
way/257192868-220,NO1 1
way/261717967-300,NO1 0
way/287115458-300,NO1 0
way/287685850-420,NO1 0
way/288569179-300,NO1 0
way/288812256-300,NO1 0
way/290360704-300,NO1 0
way/290373414-300,NO1 0
way/290390502-300,NO1 0
way/290562151-300,NO1 0
way/295444099-420,NO1 0
way/296229069-420,NO1 0
way/297388897-300,NO1 0
way/307323708-300,NO1 0
way/350332649-420,NO1 0
way/355844786-300,NO1 0
way/358915801-420,NO1 0
way/37907251-420,NO1 0
way/400655824-300,NO1 1
way/430780474-300,NO1 0
way/432965765-300,NO1 0
way/445514503-300,NO1 0
way/469098816-420,NO1 0
way/475820066-420,NO1 1
way/493018044-420,NO1 0
way/51854396-420,NO1 0
way/51855380-420,NO1 0
way/546262597-300,NO1 0
way/547743430-420,NO1 0
way/548201553-420,NO1 0
way/548473094-420,NO1 0
way/548709529-420,NO1 0
way/551964031-420,NO1 0
way/554551085-300,NO1 0
way/572898616-420,NO1 1
way/572898618-420,NO1 1
way/572898626-420,NO1 1
way/577998803-420,NO1 0
way/60495669-420,NO1 0
way/617330634-300,NO1 0
way/631983832-300,NO1 0
way/633896066-420,NO1 0
way/636875282-300,NO1 0
way/637005916-300,NO1 0
way/640796702-420,NO1 0
way/648848845-300,NO1 0
way/71356608-300,NO1 0
way/749676336-300,NO1 0
way/799370310-300,NO1 0
way/830770515-420,NO1 0
way/842385259-420,NO1 1
PL10-400,PL0 2
PL13-400,PL0 3
PL14-400,PL0 3
PL15-400,PL0 3
PL17-400,PL0 0
PL18-400,PL0 2
PL20-220,PL0 0
PL21-220,PL0 3
PL22-220,PL0 3
PL23-400,PL0 0
PL24-220,PL0 0
PL25-400,PL0 2
PL26-400,PL0 0
PL27-400,PL0 0
PL28-400,PL0 0
PL29-400,PL0 0
PL31-400,PL0 0
PL32-220,PL0 0
PL33-220,PL0 0
PL34-400,PL0 2
PL35-220,PL0 1
PL36-400,PL0 2
PL38-400,PL0 2
PL4-220,PL0 2
PL41-400,PL0 1
PL42-220,PL0 1
PL43-220,PL0 1
PL44-220,PL0 1
PL45-220,PL0 1
PL46-220,PL0 2
PL47-220,PL0 1
PL48-220,PL0 0
PL5-220,PL0 2
PL50-220,PL0 1
PL51-400,PL0 1
PL52-400,PL0 1
PL53-220,PL0 1
PL55-220,PL0 1
PL56-220,PL0 1
PL57-220,PL0 1
PL58-220,PL0 1
PL62-400,PL0 0
PL7-400,PL0 3
PL8-220,PL0 2
relation/18085709-400,PL0 3
relation/9399771-220,PL0 1
way/101914781-400,PL0 3
way/101915790-220,PL0 3
way/101982559-220,PL0 1
way/102165724-220,PL0 1
way/1022342082-400,PL0 0
way/111615226-400,PL0 2
way/112614319-400,PL0 3
way/115801644-220,PL0 1
way/121656686-400,PL0 0
way/130644710-400,PL0 3
way/133537926-400,PL0 1
way/135598292-220,PL0 1
way/139452056-400,PL0 1
way/144646702-400,PL0 3
way/145037309-220,PL0 0
way/148060965-400,PL0 0
way/148197330-220,PL0 2
way/153838553-220,PL0 1
way/154510504-400,PL0 2
way/154894455-400,PL0 2
way/158232924-220,PL0 2
way/166710856-400,PL0 1
way/166838338-400,PL0 0
way/170249563-220,PL0 0
way/170316833-220,PL0 1
way/170368942-220,PL0 0
way/171383831-220,PL0 3
way/171917072-400,PL0 1
way/173582810-400,PL0 0
way/175406958-400,PL0 2
way/177749653-220,PL0 2
way/178756295-220,PL0 2
way/178838661-400,PL0 2
way/180535363-220,PL0 2
way/180542657-400,PL0 2
way/183945016-220,PL0 1
way/184899160-220,PL0 1
way/185454704-220,PL0 1
way/185459155-220,PL0 1
way/189501431-400,PL0 1
way/189851841-220,PL0 0
way/191035265-220,PL0 1
way/191352746-220,PL0 0
way/194903381-400,PL0 0
way/199098050-400,PL0 1
way/199098053-400,PL0 0
way/199098055-220,PL0 1
way/215282393-400,PL0 0
way/216975352-220,PL0 3
way/217899005-220,PL0 1
way/228154083-220,PL0 1
way/238640596-400,PL0 2
way/241842600-400,PL0 1
way/251239544-400,PL0 0
way/254235846-400,PL0 0
way/254938713-400,PL0 2
way/255232597-220,PL0 1
way/255277953-400,PL0 1
way/255284259-400,PL0 3
way/255293400-400,PL0 3
way/255293403-400,PL0 2
way/255972326-400,PL0 0
way/255973806-400,PL0 0
way/276291999-400,PL0 2
way/29098336-220,PL0 0
way/29115701-220,PL0 0
way/291375946-220,PL0 1
way/29139402-220,PL0 1
way/293484891-400,PL0 1
way/293484894-220,PL0 2
way/293489607-400,PL0 1
way/303870256-400,PL0 0
way/32036484-400,PL0 2
way/32943179-400,PL0 2
way/336990960-220,PL0 1
way/35366436-220,PL0 1
way/385098015-400,PL0 3
way/385118244-400,PL0 3
way/385539724-220,PL0 2
way/39428977-400,PL0 2
way/40062974-220,PL0 2
way/40946784-400,PL0 1
way/40946790-220,PL0 1
way/44389929-220,PL0 1
way/46092396-400,PL0 3
way/46235456-400,PL0 3
way/534238983-400,PL0 2
way/66051759-220,PL0 1
way/66161634-400,PL0 1
way/668348943-220,PL0 2
way/681264796-400,PL0 1
way/726776987-220,PL0 0
way/72879943-220,PL0 3
way/79033485-400,PL0 2
way/86494356-400,PL0 3
way/87667718-220,PL0 1
way/88544449-220,PL0 0
way/91384044-400,PL0 0
way/98634956-220,PL0 1
way/99593626-400,PL0 0
ES188-220,PT0 0
PT10-220,PT0 0
PT11-220,PT0 0
PT12-220,PT0 0
PT13-400,PT0 0
PT14-400,PT0 0
PT15-220,PT0 0
PT16-220,PT0 0
PT17-220,PT0 0
PT21-400,PT0 0
PT22-220,PT0 0
PT24-220,PT0 0
PT26-400,PT0 0
PT3-400,PT0 0
PT32-220,PT0 0
PT34-400,PT0 0
PT36-400,PT0 0
PT37-400,PT0 0
PT38-220,PT0 0
PT39-220,PT0 0
PT4-220,PT0 0
PT40-220,PT0 0
PT41-220,PT0 0
PT42-220,PT0 0
PT43-220,PT0 0
PT44-400,PT0 0
PT47-400,PT0 0
PT5-220,PT0 0
PT7-400,PT0 0
PT8-220,PT0 0
PT9-400,PT0 0
relation/17294958-400,PT0 0
way/1041283619-400,PT0 0
way/1054310285-400,PT0 0
way/116944631-220,PT0 0
way/1202440398-220,PT0 0
way/124722161-400,PT0 0
way/126366408-220,PT0 0
way/127205502-220,PT0 0
way/127205653-220,PT0 0
way/129055610-400,PT0 0
way/131715746-400,PT0 0
way/132865612-400,PT0 0
way/135457230-400,PT0 0
way/137667702-220,PT0 0
way/142182853-400,PT0 0
way/142658477-220,PT0 0
way/144374439-400,PT0 0
way/144374442-220,PT0 0
way/144377301-220,PT0 0
way/144385734-400,PT0 0
way/144385735-220,PT0 0
way/144386243-220,PT0 0
way/144396412-400,PT0 0
way/144396420-220,PT0 0
way/144398555-220,PT0 0
way/144400130-220,PT0 0
way/144432478-220,PT0 0
way/144432485-220,PT0 0
way/144432489-220,PT0 0
way/144439469-400,PT0 0
way/144439472-400,PT0 0
way/144545398-220,PT0 0
way/144554435-400,PT0 0
way/144564903-400,PT0 0
way/144573746-400,PT0 0
way/144584580-220,PT0 0
way/144584585-220,PT0 0
way/144588414-220,PT0 0
way/144596347-220,PT0 0
way/144599061-400,PT0 0
way/144601080-400,PT0 0
way/144622215-400,PT0 0
way/144635505-400,PT0 0
way/144639174-400,PT0 0
way/144654759-220,PT0 0
way/144762180-220,PT0 0
way/151061884-400,PT0 0
way/151111218-220,PT0 0
way/151162379-220,PT0 0
way/151162388-400,PT0 0
way/151168335-400,PT0 0
way/201459319-400,PT0 0
way/24636044-400,PT0 0
way/24636062-220,PT0 0
way/402947133-220,PT0 0
way/690953979-220,PT0 0
way/694016335-400,PT0 0
way/751560789-400,PT0 0
way/813954335-400,PT0 0
way/987944916-400,PT0 0
way/988035260-400,PT0 0
RO1-400,RO0 0
RO10-400,RO0 0
RO11-400,RO0 0
RO12-400,RO0 0
RO14-400,RO0 0
RO15-400,RO0 0
RO16-400,RO0 0
RO17-220,RO0 0
RO18-400,RO0 0
RO19-400,RO0 0
RO20-400,RO0 0
RO21-220,RO0 0
RO22-220,RO0 0
RO23-220,RO0 0
RO24-400,RO0 0
RO25-400,RO0 0
RO28-400,RO0 0
RO3-220,RO0 0
RO30-220,RO0 0
RO32-400,RO0 0
RO33-220,RO0 0
RO36-220,RO0 0
RO4-220,RO0 0
RO40-400,RO0 0
RO41-400,RO0 0
RO42-220,RO0 0
RO46-220,RO0 0
RO48-220,RO0 0
RO5-220,RO0 0
RO50-400,RO0 0
RO51-220,RO0 0
RO53-400,RO0 0
RO56-220,RO0 0
RO6-400,RO0 0
RO62-400,RO0 0
RO7-400,RO0 0
RO8-220,RO0 0
RO9-400,RO0 0
way/100654585-400,RO0 0
way/101158766-400,RO0 0
way/101258283-220,RO0 0
way/103213478-220,RO0 0
way/1066153075-220,RO0 0
way/1066158995-220,RO0 0
way/125672002-400,RO0 0
way/172029146-220,RO0 0
way/179934195-400,RO0 0
way/182655738-400,RO0 0
way/182886368-220,RO0 0
way/191363648-400,RO0 0
way/195155625-400,RO0 0
way/196557387-400,RO0 0
way/196654321-400,RO0 0
way/196672665-400,RO0 0
way/198276673-220,RO0 0
way/198283094-220,RO0 0
way/198333299-400,RO0 0
way/198777633-400,RO0 0
way/198777680-220,RO0 0
way/198777681-220,RO0 0
way/199657972-400,RO0 0
way/199657990-400,RO0 0
way/200720497-220,RO0 0
way/202461729-220,RO0 0
way/202948507-400,RO0 0
way/205384220-400,RO0 0
way/205894727-220,RO0 0
way/208045778-220,RO0 0
way/208263464-400,RO0 0
way/208452701-220,RO0 0
way/210831971-400,RO0 0
way/214146381-220,RO0 0
way/224849342-400,RO0 0
way/224885245-750,RO0 0
way/228718321-400,RO0 0
way/232578495-400,RO0 0
way/234876695-400,RO0 0
way/23575521-400,RO0 0
way/24710999-220,RO0 0
way/266629200-220,RO0 0
way/278910976-220,RO0 0
way/28251692-400,RO0 0
way/288598261-400,RO0 0
way/320998590-400,RO0 0
way/39524931-400,RO0 0
way/686646896-400,RO0 0
way/71212865-220,RO0 0
way/97334781-220,RO0 0
way/97402111-400,RO0 0
way/97872423-220,RO0 0
way/98111242-220,RO0 0
RS1-220,RS0 0
RS10-220,RS0 0
RS2-220,RS0 0
RS3-400,RS0 0
RS4-220,RS0 0
RS5-400,RS0 0
RS6-400,RS0 0
RS7-400,RS0 0
RS9-220,RS0 0
way/144936638-400,RS0 0
way/152481174-400,RS0 0
way/174921474-400,RS0 0
way/232243950-400,RS0 0
way/236110936-400,RS0 0
way/236110952-400,RS0 0
way/236134509-220,RS0 0
way/238249884-400,RS0 0
way/239947121-400,RS0 0
way/239998425-400,RS0 0
way/240179355-400,RS0 0
way/254397982-220,RS0 0
way/267325562-400,RS0 0
way/273601208-220,RS0 0
way/288282829-220,RS0 0
way/317496363-220,RS0 0
way/317497727-220,RS0 0
way/330729171-400,RS0 0
way/330729178-220,RS0 0
way/419803318-400,RS0 0
way/498961839-400,RS0 0
way/52456886-400,RS0 0
way/52564762-400,RS0 0
way/89109496-400,RS0 0
NO26-420,SE1 0
SE12-220,SE1 0
SE20-220,SE1 0
SE21-400,SE1 0
SE22-220,SE1 0
SE24-400,SE1 0
SE28-400,SE1 0
SE32-220,SE1 0
SE35-420,SE1 1
SE36-400,SE1 1
SE38-400,SE1 0
SE43-400,SE1 1
SE44-400,SE1 1
SE45-400,SE1 1
SE46-400,SE1 1
SE48-400,SE1 1
SE49-400,SE1 1
SE50-400,SE1 1
SE54-400,SE1 1
SE55-400,SE1 1
SE56-400,SE1 1
SE7-400,SE1 0
SE8-220,SE1 0
relation/10153505-400,SE1 1
relation/10629005-400,SE1 1
relation/11097406-420,SE1 1
relation/11334274-400,SE1 1
relation/11964241-400,SE1 1
relation/11971282-400,SE1 0
relation/12606773-220,SE1 0
relation/13889505-400,SE1 0
relation/14939275-400,SE1 1
relation/15654150-220,SE1 0
relation/15657009-400,SE1 0
relation/15657011-400,SE1 0
relation/18160532-400,SE1 0
relation/6081310-400,SE1 0
relation/7108546-220,SE1 0
relation/7123679-220,SE1 0
relation/7313829-400,SE1 0
relation/7319976-220,SE1 0
way/101320612-400,SE1 1
way/1013436462-400,SE1 0
way/1022235514-400,SE1 1
way/1025505726-400,SE1 1
way/1025530508-400,SE1 0
way/1028201096-400,SE1 0
way/1065701571-400,SE1 1
way/106607138-220,SE1 0
way/1237755672-400,SE1 0
way/1265541077-400,SE1 1
way/1265541078-400,SE1 1
way/1275744416-400,SE1 0
way/1302595553-400,SE1 1
way/138622087-220,SE1 0
way/144381726-220,SE1 0
way/160474491-400,SE1 1
way/168056174-220,SE1 0
way/168351799-400,SE1 0
way/168908158-220,SE1 0
way/168935344-220,SE1 0
way/172201471-400,SE1 1
way/187832596-400,SE1 0
way/200052139-400,SE1 1
way/200224266-400,SE1 1
way/200772307-400,SE1 0
way/207159887-400,SE1 0
way/208965529-400,SE1 0
way/209175136-400,SE1 0
way/220076858-400,SE1 0
way/23470015-400,SE1 0
way/241937764-400,SE1 0
way/24415564-220,SE1 0
way/24534144-400,SE1 1
way/252824769-400,SE1 0
way/255570234-220,SE1 0
way/255820193-400,SE1 0
way/256147227-220,SE1 0
way/257920140-400,SE1 1
way/260770703-400,SE1 0
way/260986936-400,SE1 1
way/261447466-400,SE1 0
way/262859794-400,SE1 0
way/263688590-400,SE1 1
way/263697062-400,SE1 1
way/263701163-400,SE1 1
way/265416362-400,SE1 1
way/26755070-220,SE1 0
way/278497532-400,SE1 0
way/278505918-400,SE1 0
way/278968688-400,SE1 0
way/278968690-400,SE1 0
way/278968695-400,SE1 0
way/279194469-400,SE1 0
way/279212108-220,SE1 0
way/279842937-400,SE1 1
way/281023714-400,SE1 1
way/281390335-400,SE1 1
way/28276448-400,SE1 0
way/283078113-220,SE1 0
way/28390455-400,SE1 1
way/284127778-400,SE1 0
way/284182193-400,SE1 1
way/284869911-220,SE1 0
way/286857165-400,SE1 0
way/287753969-400,SE1 0
way/287756074-400,SE1 0
way/292593503-400,SE1 0
way/294798805-220,SE1 0
way/294897999-400,SE1 1
way/299750661-400,SE1 0
way/375751481-220,SE1 0
way/38105008-400,SE1 0
way/400471060-400,SE1 0
way/44636668-400,SE1 1
way/469402329-220,SE1 0
way/470977068-220,SE1 0
way/471002829-220,SE1 0
way/471015841-220,SE1 0
way/471732548-236,SE1 0
way/51252509-400,SE1 1
way/5174038-400,SE1 0
way/52956134-400,SE1 0
way/57675923-400,SE1 1
way/718209950-400,SE1 1
way/80702333-400,SE1 0
way/934908818-400,SE1 1
SI1-400,SI0 0
SI2-220,SI0 0
way/105894370-400,SI0 0
way/113568896-400,SI0 0
way/113578863-400,SI0 0
way/119244495-400,SI0 0
way/138362793-400,SI0 0
way/167068843-220,SI0 0
way/96747435-400,SI0 0
HU5-400,SK0 0
SK1-400,SK0 0
SK11-400,SK0 0
SK12-400,SK0 0
SK2-220,SK0 0
SK3-400,SK0 0
SK4-400,SK0 0
SK5-400,SK0 0
SK6-220,SK0 0
SK7-220,SK0 0
SK8-400,SK0 0
SK9-400,SK0 0
relation/11038054-400,SK0 0
way/100979306-400,SK0 0
way/111687967-400,SK0 0
way/122257444-400,SK0 0
way/128968280-400,SK0 0
way/146531966-400,SK0 0
way/175052362-400,SK0 0
way/220704941-400,SK0 0
way/229685438-400,SK0 0
way/239560640-400,SK0 0
way/320168128-400,SK0 0
way/33881667-400,SK0 0
way/5131796-400,SK0 0
way/51982806-400,SK0 0
way/614130490-400,SK0 0
way/648002755-400,SK0 0
way/666404730-400,SK0 0
way/672771472-400,SK0 0
way/783483874-400,SK0 0
way/93468022-400,SK0 0
MK1-220,XK0 0
XK1-220,XK0 0
XK2-400,XK0 0
way/1302365574-220,XK0 0
way/196695540-220,XK0 0
way/317499556-400,XK0 0
way/613473916-220,XK0 0
